loss,val_loss
6.5073643,6.036743
5.8150907,5.601724
5.5264935,5.438264
5.3920746,5.343844
5.308202,5.2780647
5.2234716,5.166224
5.1287227,5.0923653
5.0628705,5.0571694
5.042947,5.0268617
5.031396,5.013236
5.007897,5.000137
4.9884634,4.984333
5.0412116,4.9915714
4.9821534,4.977294
4.9568453,4.950647
4.9470015,4.94127
4.93291,4.927847
4.9221473,4.920111
4.912794,4.9091196
4.8971004,4.891518
4.896147,4.8726034
4.8637657,4.865814
4.8573956,4.8500896
4.834376,4.8284426
4.8200603,4.8374624
4.8034296,4.80023
4.799713,4.7998657
4.777239,4.7626495
4.7667985,4.75999
4.7409267,4.7583275
4.7247567,4.7098045
4.7144876,4.757271
4.704762,4.6804085
4.682954,4.6994557
4.6755676,4.6853013
4.637819,4.6298323
4.6393404,4.6339498
4.610581,4.613338
4.5891366,4.5671167
4.5501914,4.5600295
4.6082864,4.5811915
4.5515738,4.5158267
4.505056,4.4960303
4.489177,4.48599
4.477575,4.4566784
4.436689,4.4511347
4.4406605,4.4396057
4.3794656,4.4225426
4.386941,4.378649
4.371431,4.3610315
4.360157,4.342794
4.3278723,4.370458
4.6464596,4.7026014
4.5500054,4.4324093
4.3931913,4.3649926
4.3512063,4.317727
4.315795,4.336327
4.310954,4.2733808
4.2687793,4.323332
4.2363605,4.2557855
4.2377357,4.3422837
4.262841,4.2121773
4.1928287,4.1820626
4.204147,4.298542
4.157496,4.2204704
4.137234,4.1618876
4.1266456,4.1138945
4.095464,4.2006803
4.0684958,4.1395245
4.1157327,4.0715237
4.041633,4.0186934
4.0288568,4.1825256
4.0703273,4.131815
4.0772023,4.012134
4.1724615,4.0753136
4.0868373,4.0348644
3.9854732,4.046668
3.972909,4.1272593
4.0168486,4.44424
